"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CCNE2",-2.60314333333333,9.777895,-32.0617965540145,2.92413765462665e-12,1.74957051606217e-09,18.7498280631186
"MCM10",-2.82644,9.09864666666667,-32.016310929542,2.96993562749932e-12,1.74957051606217e-09,18.7349969198566
"IGFBP5",2.74943666666667,9.521815,31.8764248579735,3.11574993021907e-12,1.77984854347151e-09,18.6892233155227
"LSAMP",2.64957333333333,9.15964666666667,31.6180379725677,3.40602638526691e-12,1.88844127613725e-09,18.6040252185775
"CCN3",2.65835,10.1936583333333,31.0055134512609,4.21896738415343e-12,2.27233583310504e-09,18.3986283819574
"SLC20A1",-2.43890666666667,10.8567133333333,-30.8883055745083,4.3974277615066e-12,2.30266418700447e-09,18.3587648353299
"LCTL",2.20834,9.88816333333333,30.6675903375162,4.75622942363549e-12,2.42323461797169e-09,18.2831995076438
"CDC25A",-2.54431,8.64988833333333,-30.4871358808676,5.07331656398565e-12,2.51676554072877e-09,18.2209298092563
"TLR4",-2.52759666666667,10.0262683333333,-30.3669678200265,5.29721126197228e-12,2.56045460254973e-09,18.1792170249989
"CLSPN",-2.96678,8.14402333333333,-30.1496702472146,5.72990290833507e-12,2.6337803354088e-09,18.1032836153476
"ID2",2.78653333333334,9.8815,30.0372478009872,5.96875687844614e-12,2.6337803354088e-09,18.0637406329136
"AZGP1",2.07956333333333,9.21515166666667,29.9711919006061,6.11414409422986e-12,2.6337803354088e-09,18.0404238313399
"ANK3",2.39553,9.87996833333333,29.9583438203507,6.14286809059438e-12,2.6337803354088e-09,18.0358815110565
"RRM2",-2.44366,10.3011033333333,-29.956282562541,6.14749004073986e-12,2.6337803354088e-09,18.0351525558957
"JUN",2.24402,9.64339,29.8070733555176,6.49234108107019e-12,2.71971381598343e-09,17.9822258276946
"PCDH10",2.06502333333333,10.3973216666667,29.5231126643283,7.20831280500452e-12,2.8608483394335e-09,17.8806236443637
"SNAI2",2.65778333333334,10.1099416666667,29.4632553736353,7.36995708647479e-12,2.8608483394335e-09,17.8590582445584
"ARHGEF37",2.13572,8.51249,29.4264270610312,7.4713712859583e-12,2.8608483394335e-09,17.8457638805565
"AOAH",1.98075666666667,6.85392166666667,29.4030028306825,7.53666503325107e-12,2.8608483394335e-09,17.8372978795574
"TCP11L2",2.63763,9.124585,29.3499439479866,7.68687428249217e-12,2.8608483394335e-09,17.818091699379
"SFRP1",-2.10376666666666,9.86295,-29.272507232575,7.91198168288864e-12,2.8608483394335e-09,17.7899873142702
"SEMA3C",2.34096666666667,11.5575833333333,29.2204353295254,8.06738756283632e-12,2.8608483394335e-09,17.7710391322971
"CDCA5",-2.16880666666667,8.81451,-29.1715144114532,8.21642293160861e-12,2.8608483394335e-09,17.7532011176592
"KIAA0040",-1.93776666666667,8.42691,-29.1550443798931,8.26727088235482e-12,2.8608483394335e-09,17.7471876963334
"AMIGO2",-2.71758,8.96217666666667,-29.129485130255,8.34686004290715e-12,2.8608483394335e-09,17.7378477289816
"MIR221",-2.50408333333333,8.556775,-28.6501354088152,1.00052273858682e-11,3.36800966876788e-09,17.5608697398066
"TRAK1",1.945,10.3174666666667,28.4959778646532,1.06123389950212e-11,3.50970530517799e-09,17.5032127218106
"LRATD2",-2.96484333333333,9.04787833333333,-28.3453252162938,1.12446082780465e-11,3.65228498412107e-09,17.4465121450509
"LRP1B",2.72054666666667,7.6432,28.3026809765974,1.14309487063362e-11,3.65228498412107e-09,17.4303981944347
"SH3TC2",-2.26067,8.56070833333334,-27.939566123011,1.31610306306362e-11,4.13497647363538e-09,17.2920287672334
"RASGRP1",2.14128333333333,7.38064166666667,27.8144866369445,1.38214386250721e-11,4.27127769706941e-09,17.2438796045052
"AHNAK2",2.27282333333333,9.07352166666667,27.7180940100742,1.43550103842019e-11,4.28221583803604e-09,17.2066013049692
"H2BC3",-2.13094666666667,9.54189333333333,-27.7006844319342,1.44537503629835e-11,4.28221583803604e-09,17.1998523750422
"SOX2",2.12812,10.7249066666667,27.6557075102059,1.47122822033536e-11,4.28221583803604e-09,17.1823939775488
"SCUBE3",2.54890666666667,9.02864666666667,27.6383732624208,1.48132622932186e-11,4.28221583803604e-09,17.1756566573379
"SCG5",2.28570333333334,7.582185,27.6009945322188,1.50335896304048e-11,4.28221583803604e-09,17.1611119313614
"PRUNE2",3.83907,8.13838833333333,27.5698659885558,1.5219800602006e-11,4.28221583803604e-09,17.1489818212731
"AREG",-2.38697666666667,7.52090166666667,-27.4457565817023,1.59875940583026e-11,4.43209022930974e-09,17.1004608570191
"TCN1",3.35767,9.21769833333333,27.3945184591438,1.63167929797281e-11,4.45779513711382e-09,17.0803550174519
"BMF",2.58473666666667,8.677175,27.3045330270054,1.69129509880167e-11,4.55465770107291e-09,17.0449392592855
"CDC45",-2.53834,9.07539666666667,-27.0063376622524,1.90644122264409e-11,5.01183908076275e-09,16.9266077235329
"H1-5",-2.17700333333333,9.905265,-26.953567357293,1.9475313976997e-11,5.01183908076275e-09,16.9055103635648
"ADHFE1",2.50864,7.50329,26.9307395806661,1.96560453797112e-11,5.01183908076275e-09,16.8963691796582
"SH2D1B",-2.00620333333333,7.67665166666667,-26.928474156576,1.96740805249824e-11,5.01183908076275e-09,16.8954615243322
"TUBA1A",1.82954333333333,10.769395,26.6280916475501,2.22329559257293e-11,5.58817936207897e-09,16.7743285503793
"FOLR1",2.35078666666667,8.35724333333333,26.5492230465815,2.29634106639511e-11,5.69583229508081e-09,16.7422639657557
"CNTN1",2.15064333333333,7.364765,26.4317425557305,2.41003906059814e-11,5.90021380926435e-09,16.694298788542
"LEMD1",2.26669,7.50466833333333,26.2817163452208,2.56423677992259e-11,6.09491606074886e-09,16.6326903908696
"SLC38A3",2.41571666666667,8.83771166666667,26.2613448275732,2.58599040321656e-11,6.09491606074886e-09,16.6242938670818
"IFITM10",2.22495666666667,9.411555,26.2496271622743,2.59859404872372e-11,6.09491606074886e-09,16.6194608339747
"TMEM198B",1.83550333333333,9.797715,26.2308813281917,2.61889661514327e-11,6.09491606074886e-09,16.6117238658672
"IFI44L",2.33428,7.43879666666667,26.1800623025644,2.67481003853489e-11,6.14912732151479e-09,16.5907175893475
"FAXDC2",2.07527,9.831665,26.0874395051833,2.7800916586603e-11,6.30436133116082e-09,16.5523118011627
"MEF2C",2.09176333333334,10.8464183333333,26.0624858812873,2.80922153635091e-11,6.30436133116082e-09,16.5419383062706
"RARB",2.20855333333333,7.53882666666667,26.020804044544,2.85862339121201e-11,6.33975406443973e-09,16.5245854895243
"ADAMTS15",2.39675333333333,8.71940666666667,25.9331413217583,2.96563836262695e-11,6.50061032254425e-09,16.4879867650859
"GASK1B",2.87326666666667,9.0666,25.7050701740739,3.26505796707364e-11,7.0746675560121e-09,16.3921065678668
"LINC00518",2.91424333333334,7.39151833333333,25.646957145084,3.34651002505633e-11,7.16875687299282e-09,16.3675219222872
"TENM3",1.70623333333333,11.11645,25.6077171832711,3.40275973122724e-11,7.20735097678254e-09,16.3508858233961
"MRGPRX4",-2.93604,7.64473666666667,-25.5379915765504,3.50526721042636e-11,7.34197690930525e-09,16.3212538448795
"EXO1",-2.59799666666667,9.27866833333333,-25.4211644030968,3.68464006529872e-11,7.6199839041425e-09,16.2713991902344
"PBX1",1.79427333333333,9.86229666666667,25.3842114738297,3.74343870011271e-11,7.6199839041425e-09,16.2555760976599
"SLC16A4",2.17810333333333,10.3620483333333,25.365953488329,3.77286688505651e-11,7.6199839041425e-09,16.2477485110557
"TIMP3",-1.70393333333333,12.0049333333333,-25.3356275026575,3.82230453315598e-11,7.6199839041425e-09,16.2347330677168
"ZNF608",1.72727666666666,10.3962283333333,25.3248119256038,3.84010647124045e-11,7.6199839041425e-09,16.2300869407915
"ATAD2",-1.95413,9.52230166666667,-24.8801440708556,4.65629722595765e-11,9.1433186465133e-09,16.0371111768851
"SH2B3",-1.78061666666667,10.097825,-24.8458827437756,4.72660674873174e-11,9.15331695673799e-09,16.0220821580638
"SEMA6A",2.06988333333333,8.37126833333333,24.8223260917774,4.77561900734704e-11,9.15331695673799e-09,16.0117353610082
"E2F7",-1.79003333333333,9.99631666666667,-24.8073541369829,4.80705733763228e-11,9.15331695673799e-09,16.0051535070619
"INPP5F",-1.89261,10.037295,-24.7074491556903,5.02269766507865e-11,9.39217350762953e-09,15.961119939923
"NPAS2",-1.66656666666667,11.20655,-24.7031799354262,5.03214431208202e-11,9.39217350762953e-09,15.9592338269283
"TFAP2C",-1.74120666666667,10.3026633333333,-24.5681363774674,5.34117671656462e-11,9.871227674898e-09,15.8993837796966
"ORC1",-1.9674,8.88892666666667,-24.4356961076923,5.66442438271284e-11,1.03669965085942e-08,15.840329785119
"GAS6-AS1",2.12461,8.520115,24.3414204655169,5.90748414827244e-11,1.06769987093786e-08,15.7980753390732
"PDE5A",2.75988333333333,8.413825,24.3228039203793,5.95681094067027e-11,1.06769987093786e-08,15.7897098440581
"MAF",1.86719666666667,9.471235,24.3052537299692,6.00372321465242e-11,1.06769987093786e-08,15.7818169981037
"ANKFN1",2.09841333333334,7.65518666666667,24.2678233609647,6.10512551895006e-11,1.07558617904418e-08,15.7649622434156
"LOC100128288",1.93174,7.70911,24.2178577906629,6.24340397973015e-11,1.08341342277599e-08,15.742417838782
"EPHA5",1.65984,6.93772666666667,24.2103415005724,6.26449859861985e-11,1.08341342277599e-08,15.7390220255531
"ZEB2",1.62776666666667,11.0345833333333,24.157139535634,6.4160484231462e-11,1.09953571658845e-08,15.7149521780797
"ATL1",1.95508333333333,7.89282833333333,24.0589453304125,6.70635304001096e-11,1.11962965068152e-08,15.6703718431768
"THBS3",2.09510333333333,9.135815,24.0275866348249,6.80205219006874e-11,1.11962965068152e-08,15.6560924144219
